-4.007140355700047793e-16,1.527807257916133767e-12,-2.182349125015262461e-09,1.486558258019281513e-06,-5.039747715902964534e-04,9.195778048439694208e-02,9.496731645672715771e-01
-2.694955949706562926e-16,1.039204015890997789e-12,-1.502608358325469402e-09,1.050897379755913049e-06,-3.755055634304907300e-04,7.565675988495437765e-02,1.180144723268248486e+00
-3.292305841513207786e-16,1.078123739518010493e-12,-1.339877801563972150e-09,8.117971537169621963e-07,-2.603064560529535641e-04,5.814035025243376176e-02,1.357304234449475233e+00
2.908775530003247761e-16,-7.713299078252574872e-13,7.105488991814760940e-10,-2.149418265825106962e-07,-4.037299440648203607e-05,3.825834123009303617e-02,6.722226919499741937e-01
-9.100527360919472477e-17,3.738679496214496373e-13,-5.751409687813356073e-10,4.461110712523215161e-07,-1.908880014826917694e-04,5.702980602459253867e-02,1.888973906843131711e+00
-3.282035312463149162e-17,3.271924272403342026e-13,-6.809484877722759538e-10,5.782391956555445396e-07,-2.280692298310447541e-04,5.120886594325155250e-02,1.263288112210396275e+00
2.063141386428207111e-16,-4.438240079088114219e-13,2.238038959878353710e-10,1.242277220114135735e-07,-1.462328482014629968e-04,5.411259579620605886e-02,1.886991630450396640e+00
-1.620314729407566773e-16,6.732948702415322919e-13,-1.030295408214586559e-09,7.652488677045818243e-07,-2.946973166411277203e-04,6.684271071842057266e-02,1.254529629330857432e+00
-1.180900786146870563e-16,6.813198938205981367e-13,-1.231737822067798644e-09,9.812198805413007815e-07,-3.676826906518059629e-04,7.168056594332564146e-02,2.106039461322577910e+00
9.190817873647418461e-17,-1.364771015931563546e-13,-7.052127821221085348e-11,2.468331498247236697e-07,-1.679403378989324075e-04,5.136251129559502027e-02,5.108097398876336737e-01
-3.660260317947335294e-17,2.404258463671838983e-13,-4.661260102896060986e-10,4.148525816210520524e-07,-1.895847048848915510e-04,5.762353367114637220e-02,2.204119537177729793e+00
-2.813168252708308716e-16,1.082201803315823766e-12,-1.579285381823496425e-09,1.112867187500647345e-06,-3.952901696378902335e-04,7.567708949153666154e-02,1.520767621834268502e+00
-1.452969126183923710e-16,5.275211663363981715e-13,-7.150893071128232512e-10,4.734674060485660411e-07,-1.684067098086385831e-04,4.616547302253199564e-02,1.703850053948113619e+00
-3.883383951336740171e-16,1.318215764476301079e-12,-1.713282970610934608e-09,1.095541233899457829e-06,-3.659511289521966788e-04,7.050717750680979279e-02,1.330743523775987702e+00
-2.631674814850620161e-16,8.219675435488579641e-13,-9.592608170074420966e-10,5.380664496728238229e-07,-1.602602099925339279e-04,3.843489526827816027e-02,1.621060823093246395e+00
2.204471549258392057e-17,2.436715192021514722e-13,-7.391548199073755642e-10,7.530130978941209933e-07,-3.407291899916964849e-04,7.954406219890984564e-02,1.441155827950138635e+00
-9.962517351775863827e-18,2.346298179292798955e-13,-6.231325524315268624e-10,6.543315003940003915e-07,-3.167060514601889609e-04,7.794110733956514936e-02,1.449800508933905441e+00
-2.484178402654163892e-16,1.066717386661488294e-12,-1.654047464991584129e-09,1.197019216854577227e-06,-4.225604784529530308e-04,8.214582814017883095e-02,1.496126974077400584e+00
2.237618216205838814e-17,2.189158115896868738e-13,-6.863969429359338039e-10,7.146012549057877078e-07,-3.295235816666033609e-04,7.797187157376726796e-02,1.795601203366831600e+00
1.756216928354275438e-17,2.630259902400419356e-13,-7.559885146751368027e-10,7.457335084503921023e-07,-3.254513863193199429e-04,7.350067594907110091e-02,2.153556758253014625e+00
-1.336578889135807828e-16,4.820783769492428060e-13,-6.655744144585071286e-10,4.687314120790990891e-07,-1.866390061592613332e-04,5.435310681489721046e-02,1.500841290324045785e+00
-5.656634301685160023e-17,2.087877317598442260e-13,-2.832244647645016968e-10,1.984443442933786001e-07,-8.468482232682366425e-05,3.470864703034769877e-02,1.727622586759901102e+00
